ticker,group,event,horizon,car,beta
PGR,control,Irma_2017,2 weeks,0.033858779715767603,0.6447084345257805
PGR,control,Maria_2017,2 weeks,0.012063184309316083,0.6212967073244277
PGR,control,Michael_2018,2 weeks,-0.002778711448956234,0.7690098836059673
PGR,control,Laura_2020,2 weeks,0.05388187706692995,0.8040612488578983
PGR,control,Ida_2021,2 weeks,-0.032245270947104665,0.5030727856120384
PGR,control,Ian_2022,2 weeks,0.03386683394088885,0.530154821733145
PGR,control,Helene_2024,2 weeks,-0.047117300253179326,-0.025642832806889695
PGR,control,Milton_2024,2 weeks,-0.028637263611145332,0.04326484916913596
PGR,control,Katrina_2005,1 month,0.07518532581667868,0.8184977130000751
PGR,control,Rita_2005,1 month,0.059853711762963696,0.8536004502949366
PGR,control,Wilma_2005,1 month,0.031237253219073655,0.8192139375113741
PGR,control,Ike_2008,1 month,0.05263758820278499,0.9480594044029207
PGR,control,Sandy_2012,1 month,-0.003287207496025014,0.8644676832240682
PGR,control,Harvey_2017,1 month,-0.03868397338837084,0.6398667894958868
PGR,control,Irma_2017,1 month,0.04023477573623826,0.6447084345257805
PGR,control,Maria_2017,1 month,-0.0267290306796507,0.6212967073244277
PGR,control,Michael_2018,1 month,0.01912683732059418,0.7690098836059673
PGR,control,Laura_2020,1 month,0.04357183945352154,0.8040612488578983
PGR,control,Ida_2021,1 month,-0.05924275282721361,0.5030727856120384
PGR,control,Ian_2022,1 month,-0.01583077092428893,0.530154821733145
PGR,control,Helene_2024,1 month,-0.08924098543916417,-0.025642832806889695
PGR,control,Milton_2024,1 month,-0.014057871853551188,0.04326484916913596
PGR,control,Katrina_2005,3 months,0.15224731394296306,0.8184977130000751
PGR,control,Rita_2005,3 months,0.04563180962593705,0.8536004502949366
PGR,control,Wilma_2005,3 months,-0.11281004174193593,0.8192139375113741
PGR,control,Ike_2008,3 months,0.19556711613601976,0.9480594044029207
PGR,control,Sandy_2012,3 months,0.001793857096395267,0.8644676832240682
PGR,control,Harvey_2017,3 months,-0.03233587861066399,0.6398667894958868
PGR,control,Irma_2017,3 months,0.06623309588920097,0.6447084345257805
PGR,control,Maria_2017,3 months,0.03425524268451254,0.6212967073244277
PGR,control,Michael_2018,3 months,-0.12038686095029894,0.7690098836059673
PGR,control,Laura_2020,3 months,-0.0812626056316003,0.8040612488578983
